CÓDIGO PRINCIPAL,DESCRIPCIÓN DIAGNÓSTICO PRINCIPAL,CÓDIGO SECUNDARIO,DESCRIPCIÓN DIAGNÓSTICO SECUNDARIO,RATIO
M08,Artritis juvenil,M60,Miositis,1.0813953488
M08,Artritis juvenil,M70,"Trastorno de partes blandas en relación con uso, uso excesivo y presión",1.0581395349
M08,Artritis juvenil,M75,Lesiones de hombro,1.0581395349
M08,Artritis juvenil,M76,"Entesopatías, extremidad inferior, excluido el pie",1.0581395349
M08,Artritis juvenil,M77,Otros tipos de entesopatías,1.0581395349
M08,Artritis juvenil,M79,"Otros trastornos de partes blandas y los no especificados, no clasificados bajo otro concepto",1.0813953488
M12,Otras artropatías y las no especificadas,F32,"Trastorno depresivo, episodio único ",1.019379845
M12,Otras artropatías y las no especificadas,F93,Trastornos emocionales con inicio específico en la infancia,1.0426356589
M12,Otras artropatías y las no especificadas,G56,Mononeuropatías de extremidad superior,1.1046511628
M12,Otras artropatías y las no especificadas,G58,Otras mononeuropatías,1.1046511628
M12,Otras artropatías y las no especificadas,M15,Poliartrosis,1.0426356589
M12,Otras artropatías y las no especificadas,M16,Artrosis de cadera,1.0426356589
M12,Otras artropatías y las no especificadas,M17,Artrosis de rodilla,1.0426356589
M12,Otras artropatías y las no especificadas,M18,Artrosis de primera articulación carpometacarpiana,1.0426356589
M12,Otras artropatías y las no especificadas,M19,Otras artrosis y las no especificadas,1.0426356589
M12,Otras artropatías y las no especificadas,M23,Trastorno interno de rodilla,1.0503875969
M12,Otras artropatías y las no especificadas,M25,"Otros trastornos de articulación, no clasificados bajo otro concepto",1.0310077519
M12,Otras artropatías y las no especificadas,M48,Otras espondilopatías,1.0348837209
M12,Otras artropatías y las no especificadas,M50,Trastornos de disco cervical,1.0775193798
M12,Otras artropatías y las no especificadas,M51,"Trastornos de disco intervertebral dorsal, dorsolumbar y lumbosacro",1.0775193798
M12,Otras artropatías y las no especificadas,M60,Miositis,1.0813953488
M12,Otras artropatías y las no especificadas,M70,"Trastorno de partes blandas en relación con uso, uso excesivo y presión",1.0581395349
M12,Otras artropatías y las no especificadas,M75,Lesiones de hombro,1.0581395349
M12,Otras artropatías y las no especificadas,M76,"Entesopatías, extremidad inferior, excluido el pie",1.0581395349
M12,Otras artropatías y las no especificadas,M77,Otros tipos de entesopatías,1.0581395349
M12,Otras artropatías y las no especificadas,M79,"Otros trastornos de partes blandas y los no especificados, no clasificados bajo otro concepto",1.0813953488
M13,Otras artritis,F32,"Trastorno depresivo, episodio único ",1.0736434109
M13,Otras artritis,F40,Trastornos de ansiedad fóbica,1.0775193798
M13,Otras artritis,F41,Otros trastornos de ansiedad,1.0775193798
M13,Otras artritis,F42,Trastorno obsesivo-compulsivo,1.0775193798
M13,Otras artritis,F44,Trastornos disociativos y de conversión,1.0775193798
M13,Otras artritis,F45,Trastornos somatomorfos,1.0775193798
M13,Otras artritis,F48,Otros trastornos mentales no psicóticos,1.0775193798
M13,Otras artritis,F93,Trastornos emocionales con inicio específico en la infancia,1.1085271318
M13,Otras artritis,F99,"Trastorno mental, no especificado de otro modo",1.0775193798
M13,Otras artritis,M15,Poliartrosis,1.1085271318
M13,Otras artritis,M16,Artrosis de cadera,1.1085271318
M13,Otras artritis,M17,Artrosis de rodilla,1.1085271318
M13,Otras artritis,M18,Artrosis de primera articulación carpometacarpiana,1.1085271318
M13,Otras artritis,M19,Otras artrosis y las no especificadas,1.1085271318
M13,Otras artritis,M23,Trastorno interno de rodilla,1.1085271318
M13,Otras artritis,M25,"Otros trastornos de articulación, no clasificados bajo otro concepto",1.0503875969
M13,Otras artritis,M48,Otras espondilopatías,1.0581395349
M13,Otras artritis,M50,Trastornos de disco cervical,1.1627906977
M13,Otras artritis,M51,"Trastornos de disco intervertebral dorsal, dorsolumbar y lumbosacro",1.1627906977
M13,Otras artritis,M60,Miositis,1.0736434109
M13,Otras artritis,M70,"Trastorno de partes blandas en relación con uso, uso excesivo y presión",1.1007751938
M13,Otras artritis,M75,Lesiones de hombro,1.1007751938
M13,Otras artritis,M76,"Entesopatías, extremidad inferior, excluido el pie",1.1007751938
M13,Otras artritis,M77,Otros tipos de entesopatías,1.1007751938
M13,Otras artritis,M79,"Otros trastornos de partes blandas y los no especificados, no clasificados bajo otro concepto",1.0736434109
M15,Poliartrosis,E10,Diabetes mellitus tipo 1,1.0697674419
M15,Poliartrosis,E11,Diabetes mellitus tipo 2,1.0697674419
M15,Poliartrosis,E65,Adiposidad localizada,1.1046511628
M15,Poliartrosis,E66,Sobrepeso y obesidad,1.1046511628
M15,Poliartrosis,E67,Otros tipos de hiperalimentación,1.1046511628
M15,Poliartrosis,E68,Secuelas de hiperalimentación,1.1046511628
M15,Poliartrosis,F30,Episodio maníaco,1.1007751938
M15,Poliartrosis,F31,Trastorno bipolar,1.1007751938
M15,Poliartrosis,F32,"Trastorno depresivo mayor, episodio único",1.1007751938
M15,Poliartrosis,F33,"Trastorno depresivo mayor, recurrente",1.1007751938
M15,Poliartrosis,F39,"Trastorno del estado de ánimo [afectivo], no especificado",1.1007751938
M15,Poliartrosis,F40,Trastornos de ansiedad fóbica,1.0310077519
M15,Poliartrosis,F41,Otros trastornos de ansiedad,1.0310077519
M15,Poliartrosis,F42,Trastorno obsesivo-compulsivo,1.0310077519
M15,Poliartrosis,F44,Trastornos disociativos y de conversión,1.0310077519
M15,Poliartrosis,F45,Trastornos somatomorfos,1.0310077519
M15,Poliartrosis,F48,Otros trastornos mentales no psicóticos,1.0310077519
M15,Poliartrosis,F93,Trastornos emocionales con inicio específico en la infancia,1.0542635659
M15,Poliartrosis,F99,"Trastorno mental, no especificado de otro modo",1.0310077519
M15,Poliartrosis,G56,Mononeuropatías de extremidad superior,1.0658914729
M15,Poliartrosis,G58,Otras mononeuropatías,1.0658914729
M15,Poliartrosis,I10,Hipertensión esencial (primaria),1.011627907
M15,Poliartrosis,I46,Paro cardiaco,1.1046511628
M15,Poliartrosis,I47,Taquicardia paroxística,1.1046511628
M15,Poliartrosis,I48,Fibrilación y flutter auricular,1.1046511628
M15,Poliartrosis,I49,Otras arritmias cardiacas,1.1046511628
M15,Poliartrosis,I87,Otros trastornos de las venas,1.0620155039
M15,Poliartrosis,M05,Artritis reumatoide con factor reumatoide,1.0658914729
M15,Poliartrosis,M06,Otros tipos de artritis reumatoide,1.0658914729
M15,Poliartrosis,M08,Artritis juvenil,1.0658914729
M15,Poliartrosis,M12,Otras artropatías y las no especificadas,1.0658914729
M15,Poliartrosis,M13,Otras artritis,1.1046511628
M15,Poliartrosis,M20,Deformidades adquiridas de los dedos de manos y pies,1.0271317829
M15,Poliartrosis,M22,Trastorno de rótula,1.0697674419
M15,Poliartrosis,M23,Trastorno interno de rodilla,1.0697674419
M15,Poliartrosis,M24,Otros trastornos especificados de articulación,1.0697674419
M15,Poliartrosis,M25,"Otros trastornos de articulación, no clasificados bajo otro concepto",1.0387596899
M15,Poliartrosis,M47,Espondilosis,1.1007751938
M15,Poliartrosis,M48,Otras espondilopatías,1.023255814
M15,Poliartrosis,M50,Trastornos de disco cervical,1.0542635659
M15,Poliartrosis,M51,"Trastornos de disco intervertebral dorsal, dorsolumbar y lumbosacro",1.0542635659
M15,Poliartrosis,M53,"Otras dorsopatías y las no especificadas, no clasificadas bajo otro concepto",1.015503876
M15,Poliartrosis,M54,Dorsalgia,1.015503876
M15,Poliartrosis,M65,Sinovitis y tenosinovitis,1.023255814
M15,Poliartrosis,M66,Ruptura espontánea de membrana sinovial y tendón,1.023255814
M15,Poliartrosis,M67,Otros trastornos de membrana sinovial y tendón,1.023255814
M15,Poliartrosis,M70,"Trastorno de partes blandas en relación con uso, uso excesivo y presión",1.0697674419
M15,Poliartrosis,M71,Otras bursopatías,1.023255814
M15,Poliartrosis,M75,Lesiones de hombro,1.0697674419
M15,Poliartrosis,M76,"Entesopatías, extremidad inferior, excluido el pie",1.0697674419
M15,Poliartrosis,M77,Otros tipos de entesopatías,1.0697674419
M15,Poliartrosis,M80,Osteoporosis con fractura patológica actual,1.1395348837
M15,Poliartrosis,M81,Osteoporosis sin fractura patológica actual,1.1395348837
M15,Poliartrosis,M84,Trastorno de continuidad del hueso,1.1395348837
M15,Poliartrosis,M85,Otros trastornos de densidad y estructura óseas,1.1395348837
M15,Poliartrosis,M87,Osteonecrosis,1.1395348837
M15,Poliartrosis,M89,Otros trastornos de hueso,1.1395348837
M15,Poliartrosis,M90,Osteopatías en enfermedades clasificadas bajo otro concepto,1.1395348837
M15,Poliartrosis,M94,Otros trastornos del cartílago,1.1395348837
M15,Poliartrosis,S49,Otros traumatismos y los no especificados del hombro y brazo,1.1395348837
M16,Artrosis de cadera,E10,Diabetes mellitus tipo 1,1.0697674419
M16,Artrosis de cadera,E11,Diabetes mellitus tipo 2,1.0697674419
M16,Artrosis de cadera,E65,Adiposidad localizada,1.1046511628
M16,Artrosis de cadera,E66,Sobrepeso y obesidad,1.1046511628
M16,Artrosis de cadera,E67,Otros tipos de hiperalimentación,1.1046511628
M16,Artrosis de cadera,E68,Secuelas de hiperalimentación,1.1046511628
M16,Artrosis de cadera,F30,Episodio maníaco,1.1007751938
M16,Artrosis de cadera,F31,Trastorno bipolar,1.1007751938
M16,Artrosis de cadera,F32,"Trastorno depresivo mayor, episodio único",1.1007751938
M16,Artrosis de cadera,F33,"Trastorno depresivo mayor, recurrente",1.1007751938
M16,Artrosis de cadera,F39,"Trastorno del estado de ánimo [afectivo], no especificado",1.1007751938
M16,Artrosis de cadera,F40,Trastornos de ansiedad fóbica,1.0310077519
M16,Artrosis de cadera,F41,Otros trastornos de ansiedad,1.0310077519
M16,Artrosis de cadera,F42,Trastorno obsesivo-compulsivo,1.0310077519
M16,Artrosis de cadera,F44,Trastornos disociativos y de conversión,1.0310077519
M16,Artrosis de cadera,F45,Trastornos somatomorfos,1.0310077519
M16,Artrosis de cadera,F48,Otros trastornos mentales no psicóticos,1.0310077519
M16,Artrosis de cadera,F93,Trastornos emocionales con inicio específico en la infancia,1.0542635659
M16,Artrosis de cadera,F99,"Trastorno mental, no especificado de otro modo",1.0310077519
M16,Artrosis de cadera,G56,Mononeuropatías de extremidad superior,1.0658914729
M16,Artrosis de cadera,G58,Otras mononeuropatías,1.0658914729
M16,Artrosis de cadera,I10,Hipertensión esencial (primaria),1.011627907
M16,Artrosis de cadera,I46,Paro cardiaco,1.1046511628
M16,Artrosis de cadera,I47,Taquicardia paroxística,1.1046511628
M16,Artrosis de cadera,I48,Fibrilación y flutter auricular,1.1046511628
M16,Artrosis de cadera,I49,Otras arritmias cardiacas,1.1046511628
M16,Artrosis de cadera,I87,Otros trastornos de las venas,1.0620155039
M16,Artrosis de cadera,M05,Artritis reumatoide con factor reumatoide,1.0658914729
M16,Artrosis de cadera,M06,Otros tipos de artritis reumatoide,1.0658914729
M16,Artrosis de cadera,M08,Artritis juvenil,1.0658914729
M16,Artrosis de cadera,M12,Otras artropatías y las no especificadas,1.0658914729
M16,Artrosis de cadera,M13,Otras artritis,1.1046511628
M16,Artrosis de cadera,M20,Deformidades adquiridas de los dedos de manos y pies,1.0271317829
M16,Artrosis de cadera,M22,Trastorno de rótula,1.0697674419
M16,Artrosis de cadera,M23,Trastorno interno de rodilla,1.0697674419
M16,Artrosis de cadera,M24,Otros trastornos especificados de articulación,1.0697674419
M16,Artrosis de cadera,M25,"Otros trastornos de articulación, no clasificados bajo otro concepto",1.0387596899
M16,Artrosis de cadera,M47,Espondilosis,1.1007751938
M16,Artrosis de cadera,M48,Otras espondilopatías,1.023255814
M16,Artrosis de cadera,M50,Trastornos de disco cervical,1.0542635659
M16,Artrosis de cadera,M51,"Trastornos de disco intervertebral dorsal, dorsolumbar y lumbosacro",1.0542635659
M16,Artrosis de cadera,M53,"Otras dorsopatías y las no especificadas, no clasificadas bajo otro concepto",1.015503876
M16,Artrosis de cadera,M54,Dorsalgia,1.015503876
M16,Artrosis de cadera,M65,Sinovitis y tenosinovitis,1.023255814
M16,Artrosis de cadera,M66,Ruptura espontánea de membrana sinovial y tendón,1.023255814
M16,Artrosis de cadera,M67,Otros trastornos de membrana sinovial y tendón,1.023255814
M16,Artrosis de cadera,M70,"Trastorno de partes blandas en relación con uso, uso excesivo y presión",1.0697674419
M16,Artrosis de cadera,M71,Otras bursopatías,1.023255814
M16,Artrosis de cadera,M75,Lesiones de hombro,1.0697674419
M16,Artrosis de cadera,M76,"Entesopatías, extremidad inferior, excluido el pie",1.0697674419
M16,Artrosis de cadera,M77,Otros tipos de entesopatías,1.0697674419
M16,Artrosis de cadera,M80,Osteoporosis con fractura patológica actual,1.1395348837
M16,Artrosis de cadera,M81,Osteoporosis sin fractura patológica actual,1.1395348837
M16,Artrosis de cadera,M84,Trastorno de continuidad del hueso,1.1395348837
M16,Artrosis de cadera,M85,Otros trastornos de densidad y estructura óseas,1.1395348837
M16,Artrosis de cadera,M87,Osteonecrosis,1.1395348837
M16,Artrosis de cadera,M89,Otros trastornos de hueso,1.1395348837
M16,Artrosis de cadera,M90,Osteopatías en enfermedades clasificadas bajo otro concepto,1.1395348837
M16,Artrosis de cadera,M94,Otros trastornos del cartílago,1.1395348837
M16,Artrosis de cadera,S49,Otros traumatismos y los no especificados del hombro y brazo,1.1395348837
M17,Artrosis de rodilla,E10,Diabetes mellitus tipo 1,1.0697674419
M17,Artrosis de rodilla,E11,Diabetes mellitus tipo 2,1.0697674419
M17,Artrosis de rodilla,E65,Adiposidad localizada,1.1046511628
M17,Artrosis de rodilla,E66,Sobrepeso y obesidad,1.1046511628
M17,Artrosis de rodilla,E67,Otros tipos de hiperalimentación,1.1046511628
M17,Artrosis de rodilla,E68,Secuelas de hiperalimentación,1.1046511628
M17,Artrosis de rodilla,F30,Episodio maníaco,1.1007751938
M17,Artrosis de rodilla,F31,Trastorno bipolar,1.1007751938
M17,Artrosis de rodilla,F32,"Trastorno depresivo mayor, episodio único",1.1007751938
M17,Artrosis de rodilla,F33,"Trastorno depresivo mayor, recurrente",1.1007751938
M17,Artrosis de rodilla,F39,"Trastorno del estado de ánimo [afectivo], no especificado",1.1007751938
M17,Artrosis de rodilla,F40,Trastornos de ansiedad fóbica,1.0310077519
M17,Artrosis de rodilla,F41,Otros trastornos de ansiedad,1.0310077519
M17,Artrosis de rodilla,F42,Trastorno obsesivo-compulsivo,1.0310077519
M17,Artrosis de rodilla,F44,Trastornos disociativos y de conversión,1.0310077519
M17,Artrosis de rodilla,F45,Trastornos somatomorfos,1.0310077519
M17,Artrosis de rodilla,F48,Otros trastornos mentales no psicóticos,1.0310077519
M17,Artrosis de rodilla,F93,Trastornos emocionales con inicio específico en la infancia,1.0542635659
M17,Artrosis de rodilla,F99,"Trastorno mental, no especificado de otro modo",1.0310077519
M17,Artrosis de rodilla,G56,Mononeuropatías de extremidad superior,1.0658914729
M17,Artrosis de rodilla,G58,Otras mononeuropatías,1.0658914729
M17,Artrosis de rodilla,I10,Hipertensión esencial (primaria),1.011627907
M17,Artrosis de rodilla,I46,Paro cardiaco,1.1046511628
M17,Artrosis de rodilla,I47,Taquicardia paroxística,1.1046511628
M17,Artrosis de rodilla,I48,Fibrilación y flutter auricular,1.1046511628
M17,Artrosis de rodilla,I49,Otras arritmias cardiacas,1.1046511628
M17,Artrosis de rodilla,I87,Otros trastornos de las venas,1.0620155039
M17,Artrosis de rodilla,I99,Otros trastornos de aparato circulatorio y los no especificados,1.0620155039
M17,Artrosis de rodilla,M05,Artritis reumatoide con factor reumatoide,1.0658914729
M17,Artrosis de rodilla,M06,Otros tipos de artritis reumatoide,1.0658914729
M17,Artrosis de rodilla,M08,Artritis juvenil,1.0658914729
M17,Artrosis de rodilla,M12,Otras artropatías y las no especificadas,1.0658914729
M17,Artrosis de rodilla,M13,Otras artritis,1.1046511628
M17,Artrosis de rodilla,M20,Deformidades adquiridas de los dedos de manos y pies,1.0271317829
M17,Artrosis de rodilla,M22,Trastorno de rótula,1.0697674419
M17,Artrosis de rodilla,M23,Trastorno interno de rodilla,1.0697674419
M17,Artrosis de rodilla,M24,Otros trastornos especificados de articulación,1.0697674419
M17,Artrosis de rodilla,M25,"Otros trastornos de articulación, no clasificados bajo otro concepto",1.0387596899
M17,Artrosis de rodilla,M47,Espondilosis,1.1007751938
M17,Artrosis de rodilla,M48,Otras espondilopatías,1.023255814
M17,Artrosis de rodilla,M50,Trastornos de disco cervical,1.0542635659
M17,Artrosis de rodilla,M51,"Trastornos de disco intervertebral dorsal, dorsolumbar y lumbosacro",1.0542635659
