CÓDIGO,DESCRIPCIÓN,GRUPO EDAD,RATIO
N08,Trastornos glomerulares en enfermedades clasificadas bajo otro concepto,36-45,0.91
N08,Trastornos glomerulares en enfermedades clasificadas bajo otro concepto,46-55,1.16
N08,Trastornos glomerulares en enfermedades clasificadas bajo otro concepto,56-65,1.3
N10,Nefritis túbulo-intersticial aguda,16-25,0.64
N10,Nefritis túbulo-intersticial aguda,26-35,0.8
N10,Nefritis túbulo-intersticial aguda,36-45,0.99
N10,Nefritis túbulo-intersticial aguda,46-55,1.26
N10,Nefritis túbulo-intersticial aguda,56-65,1.64
N11,Nefritis túbulo-intersticial crónica,16-25,0.64
N11,Nefritis túbulo-intersticial crónica,26-35,0.8
N11,Nefritis túbulo-intersticial crónica,36-45,0.99
N11,Nefritis túbulo-intersticial crónica,46-55,1.26
N11,Nefritis túbulo-intersticial crónica,56-65,1.64
N12,"Nefritis túbulo-intersticial, no especificada como aguda ni como crónica",16-25,0.64
N12,"Nefritis túbulo-intersticial, no especificada como aguda ni como crónica",26-35,0.8
N12,"Nefritis túbulo-intersticial, no especificada como aguda ni como crónica",36-45,0.99
N12,"Nefritis túbulo-intersticial, no especificada como aguda ni como crónica",46-55,1.26
N12,"Nefritis túbulo-intersticial, no especificada como aguda ni como crónica",56-65,1.64
N13,Uropatía obstructiva y por reflujo,16-25,0.6
N13,Uropatía obstructiva y por reflujo,26-35,0.79
N13,Uropatía obstructiva y por reflujo,36-45,0.87
N13,Uropatía obstructiva y por reflujo,46-55,1.15
N13,Uropatía obstructiva y por reflujo,56-65,1.23
N15,Otras enfermedades túbulo-intersticiales renales,16-25,0.38
N15,Otras enfermedades túbulo-intersticiales renales,26-35,0.78
N15,Otras enfermedades túbulo-intersticiales renales,36-45,0.91
N15,Otras enfermedades túbulo-intersticiales renales,46-55,1.16
N15,Otras enfermedades túbulo-intersticiales renales,56-65,1.3
N17,Fallo renal agudo,16-25,0.23
N17,Fallo renal agudo,26-35,0.64
N17,Fallo renal agudo,36-45,0.94
N17,Fallo renal agudo,46-55,1.03
N17,Fallo renal agudo,56-65,1.26
N18,Enfermedad renal crónica (ERC),26-35,0.76
N18,Enfermedad renal crónica (ERC),36-45,0.85
N18,Enfermedad renal crónica (ERC),46-55,0.98
N18,Enfermedad renal crónica (ERC),56-65,1.22
N20,Cálculo de riñón y uréter,16-25,0.6
N20,Cálculo de riñón y uréter,26-35,0.81
N20,Cálculo de riñón y uréter,36-45,0.9
N20,Cálculo de riñón y uréter,46-55,1.02
N20,Cálculo de riñón y uréter,56-65,1.38
N21,Cálculo del tracto urinario inferior,16-25,0.82
N21,Cálculo del tracto urinario inferior,26-35,0.79
N21,Cálculo del tracto urinario inferior,36-45,0.7
N21,Cálculo del tracto urinario inferior,46-55,0.87
N21,Cálculo del tracto urinario inferior,56-65,1.81
N28,"Otros trastornos del riñón y del uréter, no clasificados bajo otro concepto",16-25,0.56
N28,"Otros trastornos del riñón y del uréter, no clasificados bajo otro concepto",26-35,0.68
N28,"Otros trastornos del riñón y del uréter, no clasificados bajo otro concepto",36-45,0.91
N28,"Otros trastornos del riñón y del uréter, no clasificados bajo otro concepto",46-55,1.05
N28,"Otros trastornos del riñón y del uréter, no clasificados bajo otro concepto",56-65,1.29
N30,Cistitis,16-25,0.56
N30,Cistitis,26-35,0.87
N30,Cistitis,36-45,0.93
N30,Cistitis,46-55,1.13
N30,Cistitis,56-65,1.69
N32,Otros trastornos de vejiga,26-35,0.52
N32,Otros trastornos de vejiga,36-45,0.66
N32,Otros trastornos de vejiga,46-55,1.07
N32,Otros trastornos de vejiga,56-65,1.27
N34,Uretritis y síndrome uretral,16-25,0.23
N34,Uretritis y síndrome uretral,26-35,0.41
N34,Uretritis y síndrome uretral,36-45,1.14
N34,Uretritis y síndrome uretral,46-55,1.9
N34,Uretritis y síndrome uretral,56-65,1.2
N35,Estenosis de uretra,16-25,0.82
N35,Estenosis de uretra,26-35,0.81
N35,Estenosis de uretra,36-45,0.81
N35,Estenosis de uretra,46-55,0.98
N35,Estenosis de uretra,56-65,1.37
N39,Otros trastornos del aparato urinario,16-25,0.45
N39,Otros trastornos del aparato urinario,26-35,0.71
N39,Otros trastornos del aparato urinario,36-45,0.77
N39,Otros trastornos del aparato urinario,46-55,1.13
N39,Otros trastornos del aparato urinario,56-65,1.97
N40,Hipertrofia de próstata,36-45,0.91
N40,Hipertrofia de próstata,46-55,0.78
N40,Hipertrofia de próstata,56-65,1.09
N41,Enfermedades inflamatorias de próstata,16-25,0.52
N41,Enfermedades inflamatorias de próstata,26-35,0.77
N41,Enfermedades inflamatorias de próstata,36-45,0.73
N41,Enfermedades inflamatorias de próstata,46-55,0.88
N41,Enfermedades inflamatorias de próstata,56-65,1.35
N43,Hidrocele y espermatocele,16-25,0.88
N43,Hidrocele y espermatocele,26-35,0.95
N43,Hidrocele y espermatocele,36-45,0.83
N43,Hidrocele y espermatocele,46-55,0.99
N43,Hidrocele y espermatocele,56-65,1.26
N44,Trastornos no inflamatorios del testículo,16-25,0.84
N44,Trastornos no inflamatorios del testículo,26-35,0.95
N44,Trastornos no inflamatorios del testículo,36-45,0.9
N44,Trastornos no inflamatorios del testículo,46-55,1.02
N44,Trastornos no inflamatorios del testículo,56-65,1.79
N45,Orquitis y epididimitis,16-25,0.92
N45,Orquitis y epididimitis,26-35,0.85
N45,Orquitis y epididimitis,36-45,0.85
N45,Orquitis y epididimitis,46-55,1.23
N45,Orquitis y epididimitis,56-65,1.65
N46,Infertilidad masculina,26-35,1.05
N46,Infertilidad masculina,36-45,0.96
N46,Infertilidad masculina,46-55,1.12
N47,Trastornos del prepucio,16-25,0.88
N47,Trastornos del prepucio,26-35,0.89
N47,Trastornos del prepucio,36-45,1.03
N47,Trastornos del prepucio,46-55,1.13
N47,Trastornos del prepucio,56-65,1.32
N48,Otros trastornos del pene,16-25,0.52
N48,Otros trastornos del pene,26-35,0.61
N48,Otros trastornos del pene,36-45,0.77
N48,Otros trastornos del pene,46-55,1.36
N48,Otros trastornos del pene,56-65,1.61
N49,"Trastornos inflamatorios de los órganos genitales masculinos, no clasificados bajo otro concepto",16-25,0.84
N49,"Trastornos inflamatorios de los órganos genitales masculinos, no clasificados bajo otro concepto",26-35,0.95
N49,"Trastornos inflamatorios de los órganos genitales masculinos, no clasificados bajo otro concepto",36-45,0.9
N49,"Trastornos inflamatorios de los órganos genitales masculinos, no clasificados bajo otro concepto",46-55,1.02
N49,"Trastornos inflamatorios de los órganos genitales masculinos, no clasificados bajo otro concepto",56-65,1.79
N50,Otros trastornos no especificados de los órganos genitales masculinos,16-25,0.84
N50,Otros trastornos no especificados de los órganos genitales masculinos,26-35,0.95
N50,Otros trastornos no especificados de los órganos genitales masculinos,36-45,0.9
N50,Otros trastornos no especificados de los órganos genitales masculinos,46-55,1.02
N50,Otros trastornos no especificados de los órganos genitales masculinos,56-65,1.79
N51,Trastornos de los órganos genitales masculinos en otras enfermedades clasificadas bajo otro concepto,16-25,0.84
N51,Trastornos de los órganos genitales masculinos en otras enfermedades clasificadas bajo otro concepto,26-35,0.95
N51,Trastornos de los órganos genitales masculinos en otras enfermedades clasificadas bajo otro concepto,36-45,0.9
N51,Trastornos de los órganos genitales masculinos en otras enfermedades clasificadas bajo otro concepto,46-55,1.02
N51,Trastornos de los órganos genitales masculinos en otras enfermedades clasificadas bajo otro concepto,56-65,1.79
N60,Displasia mamaria benigna,16-25,0.69
N60,Displasia mamaria benigna,26-35,0.65
N60,Displasia mamaria benigna,36-45,0.91
N60,Displasia mamaria benigna,46-55,1.27
N60,Displasia mamaria benigna,56-65,2.21
N61,Trastornos inflamatorios de mama,16-25,0.4
N61,Trastornos inflamatorios de mama,26-35,0.53
N61,Trastornos inflamatorios de mama,36-45,0.91
N61,Trastornos inflamatorios de mama,46-55,1.32
N61,Trastornos inflamatorios de mama,56-65,1.91
N62,Hipertrofia mamaria,16-25,0.4
N62,Hipertrofia mamaria,26-35,0.53
N62,Hipertrofia mamaria,36-45,0.91
N62,Hipertrofia mamaria,46-55,1.32
N62,Hipertrofia mamaria,56-65,1.91
N63,Masa o bulto no especificado de mama,16-25,0.4
N63,Masa o bulto no especificado de mama,26-35,0.53
N63,Masa o bulto no especificado de mama,36-45,0.91
N63,Masa o bulto no especificado de mama,46-55,1.32
N63,Masa o bulto no especificado de mama,56-65,1.91
N64,Otros trastornos mamarios,16-25,0.4
N64,Otros trastornos mamarios,26-35,0.53
N64,Otros trastornos mamarios,36-45,0.91
N64,Otros trastornos mamarios,46-55,1.32
N64,Otros trastornos mamarios,56-65,1.91
N70,Salpingitis y ooforitis,16-25,0.7
N70,Salpingitis y ooforitis,26-35,0.82
N70,Salpingitis y ooforitis,36-45,1
N70,Salpingitis y ooforitis,46-55,1.53
N70,Salpingitis y ooforitis,56-65,1.07
N71,"Enfermedad inflamatoria uterina, con excepción de cuello uterino",26-35,0.8
N71,"Enfermedad inflamatoria uterina, con excepción de cuello uterino",36-45,1.18
N71,"Enfermedad inflamatoria uterina, con excepción de cuello uterino",46-55,1.11
N72,Enfermedad inflamatoria del cuello uterino,16-25,0.66
N72,Enfermedad inflamatoria del cuello uterino,26-35,0.85
N72,Enfermedad inflamatoria del cuello uterino,36-45,1.03
N72,Enfermedad inflamatoria del cuello uterino,46-55,1.35
N72,Enfermedad inflamatoria del cuello uterino,56-65,1.34
N73,Otras enfermedades inflamatorias pélvicas femeninas,16-25,0.7
N73,Otras enfermedades inflamatorias pélvicas femeninas,26-35,0.82
N73,Otras enfermedades inflamatorias pélvicas femeninas,36-45,1
N73,Otras enfermedades inflamatorias pélvicas femeninas,46-55,1.53
N73,Otras enfermedades inflamatorias pélvicas femeninas,56-65,1.07
N75,Enfermedades de la glándula de Bartolino,16-25,0.66
N75,Enfermedades de la glándula de Bartolino,26-35,0.85
N75,Enfermedades de la glándula de Bartolino,36-45,1.03
N75,Enfermedades de la glándula de Bartolino,46-55,1.35
N75,Enfermedades de la glándula de Bartolino,56-65,1.34
N76,Otros tipos de inflamación vaginal y vulvar,16-25,0.66
N76,Otros tipos de inflamación vaginal y vulvar,26-35,0.85
N76,Otros tipos de inflamación vaginal y vulvar,36-45,1.03
N76,Otros tipos de inflamación vaginal y vulvar,46-55,1.35
N76,Otros tipos de inflamación vaginal y vulvar,56-65,1.34
N77,Ulceración e inflamación vulvovaginal por otras enfermedades clasificadas bajo otro concepto,16-25,0.66
N77,Ulceración e inflamación vulvovaginal por otras enfermedades clasificadas bajo otro concepto,26-35,0.85
N77,Ulceración e inflamación vulvovaginal por otras enfermedades clasificadas bajo otro concepto,36-45,1.03
N77,Ulceración e inflamación vulvovaginal por otras enfermedades clasificadas bajo otro concepto,46-55,1.35
N77,Ulceración e inflamación vulvovaginal por otras enfermedades clasificadas bajo otro concepto,56-65,1.34
N80,Endometriosis,16-25,0.79
N80,Endometriosis,26-35,0.86
N80,Endometriosis,36-45,1.08
N80,Endometriosis,46-55,1.11
N80,Endometriosis,56-65,1.29
N81,Prolapso genital femenino,26-35,0.9
N81,Prolapso genital femenino,36-45,0.87
N81,Prolapso genital femenino,46-55,0.93
N81,Prolapso genital femenino,56-65,1.12
N83,"Trastornos no inflamatorios del ovario, trompa de Falopio y ligamento ancho",16-25,0.6
N83,"Trastornos no inflamatorios del ovario, trompa de Falopio y ligamento ancho",26-35,0.8
N83,"Trastornos no inflamatorios del ovario, trompa de Falopio y ligamento ancho",36-45,0.97
N83,"Trastornos no inflamatorios del ovario, trompa de Falopio y ligamento ancho",46-55,1.39
N83,"Trastornos no inflamatorios del ovario, trompa de Falopio y ligamento ancho",56-65,1.6
N84,Pólipo del tracto genital femenino,16-25,0.94
N84,Pólipo del tracto genital femenino,26-35,1.03
N84,Pólipo del tracto genital femenino,36-45,0.85
N84,Pólipo del tracto genital femenino,46-55,1.02
N84,Pólipo del tracto genital femenino,56-65,1.38
N85,"Otros trastornos no inflamatorios del útero, con excepción del cervix ",16-25,0.94
N85,"Otros trastornos no inflamatorios del útero, con excepción del cervix ",26-35,1.03
N85,"Otros trastornos no inflamatorios del útero, con excepción del cervix ",36-45,0.85
N85,"Otros trastornos no inflamatorios del útero, con excepción del cervix ",46-55,1.02
N85,"Otros trastornos no inflamatorios del útero, con excepción del cervix ",56-65,1.38
N87,Displasia del cuello uterino,16-25,0.62
N87,Displasia del cuello uterino,26-35,0.78
N87,Displasia del cuello uterino,36-45,1.01
N87,Displasia del cuello uterino,46-55,1.24
N87,Displasia del cuello uterino,56-65,1.54
N88,Otros trastornos no inflamatorios del cervix ,16-25,0.62
N88,Otros trastornos no inflamatorios del cervix ,26-35,0.78
N88,Otros trastornos no inflamatorios del cervix ,36-45,1.01
N88,Otros trastornos no inflamatorios del cervix ,46-55,1.24
N88,Otros trastornos no inflamatorios del cervix ,56-65,1.54
N89,Otros trastornos no inflamatorios de vagina,16-25,0.68
N89,Otros trastornos no inflamatorios de vagina,26-35,1.06
N89,Otros trastornos no inflamatorios de vagina,36-45,0.89
N89,Otros trastornos no inflamatorios de vagina,46-55,1.02
N89,Otros trastornos no inflamatorios de vagina,56-65,1.59
N90,Otros trastornos no inflamatorios de vulva y periné,16-25,0.49
N90,Otros trastornos no inflamatorios de vulva y periné,26-35,0.91
N90,Otros trastornos no inflamatorios de vulva y periné,36-45,0.88
N90,Otros trastornos no inflamatorios de vulva y periné,46-55,1.06
N90,Otros trastornos no inflamatorios de vulva y periné,56-65,1.97
N91,"Menstruación ausente, escasa e infrecuente",16-25,0.86
N91,"Menstruación ausente, escasa e infrecuente",26-35,1.01
N91,"Menstruación ausente, escasa e infrecuente",36-45,0.97
N91,"Menstruación ausente, escasa e infrecuente",46-55,0.98
N91,"Menstruación ausente, escasa e infrecuente",56-65,1.74
N92,"Menstruación excesiva, frecuente e irregular",16-25,0.86
N92,"Menstruación excesiva, frecuente e irregular",26-35,1.01
N92,"Menstruación excesiva, frecuente e irregular",36-45,0.97
N92,"Menstruación excesiva, frecuente e irregular",46-55,0.98
N92,"Menstruación excesiva, frecuente e irregular",56-65,1.74
N93,Otro tipo de sangrado anormal uterino y vaginal,16-25,0.86
N93,Otro tipo de sangrado anormal uterino y vaginal,26-35,1.01
N93,Otro tipo de sangrado anormal uterino y vaginal,36-45,0.97
N93,Otro tipo de sangrado anormal uterino y vaginal,46-55,0.98
N93,Otro tipo de sangrado anormal uterino y vaginal,56-65,1.74
N94,Dolor y otras afecciones asociadas a órganos genitales femeninos y al ciclo menstrual,16-25,0.31
N94,Dolor y otras afecciones asociadas a órganos genitales femeninos y al ciclo menstrual,26-35,0.77
N94,Dolor y otras afecciones asociadas a órganos genitales femeninos y al ciclo menstrual,36-45,1.1
N94,Dolor y otras afecciones asociadas a órganos genitales femeninos y al ciclo menstrual,46-55,1.74
N94,Dolor y otras afecciones asociadas a órganos genitales femeninos y al ciclo menstrual,56-65,3.24
N95,Trastornos menopáusicos y perimenopáusicos,36-45,0.57
N95,Trastornos menopáusicos y perimenopáusicos,46-55,0.68
N95,Trastornos menopáusicos y perimenopáusicos,56-65,1.81
N97,Infertilidad femenina,16-25,0.62
N97,Infertilidad femenina,26-35,0.92
N97,Infertilidad femenina,36-45,1.04
N97,Infertilidad femenina,46-55,1.6
N98,Complicaciones asociadas a la fecundación artificial,16-25,0.51
N98,Complicaciones asociadas a la fecundación artificial,26-35,0.7
N98,Complicaciones asociadas a la fecundación artificial,36-45,0.84
N98,Complicaciones asociadas a la fecundación artificial,46-55,1.1
N98,Complicaciones asociadas a la fecundación artificial,56-65,1.5
N99,"Complicaciones y trastornos intraoperatorios y posprocedimiento del aparato genitourinario, no clasificados bajo otro concepto",16-25,0.48
N99,"Complicaciones y trastornos intraoperatorios y posprocedimiento del aparato genitourinario, no clasificados bajo otro concepto",26-35,0.68
N99,"Complicaciones y trastornos intraoperatorios y posprocedimiento del aparato genitourinario, no clasificados bajo otro concepto",36-45,0.74
N99,"Complicaciones y trastornos intraoperatorios y posprocedimiento del aparato genitourinario, no clasificados bajo otro concepto",46-55,1.15
N99,"Complicaciones y trastornos intraoperatorios y posprocedimiento del aparato genitourinario, no clasificados bajo otro concepto",56-65,1.47
O00,Embarazo ectópico,16-25,0.99
O00,Embarazo ectópico,26-35,0.97
O00,Embarazo ectópico,36-45,1.05
O01,Mola hidatiforme,26-35,0.86
O01,Mola hidatiforme,36-45,0.88
O02,Otros productos anormales de la concepción,26-35,1.16
O02,Otros productos anormales de la concepción,36-45,0.88
O03,Aborto espontáneo,16-25,0.95
O03,Aborto espontáneo,26-35,0.96
O03,Aborto espontáneo,36-45,1.04
O03,Aborto espontáneo,46-55,1.72
O04,Complicaciones después de interrupción (inducida) del embarazo,16-25,0.69
O04,Complicaciones después de interrupción (inducida) del embarazo,26-35,1
O04,Complicaciones después de interrupción (inducida) del embarazo,36-45,1.08
O07,Intento fallido de interrupción del embarazo,26-35,1.01
O07,Intento fallido de interrupción del embarazo,36-45,1
O08,Complicaciones después de un embarazo ectópico y molar,26-35,0.87
O08,Complicaciones después de un embarazo ectópico y molar,36-45,1.16
O10,"Hipertensión preexistente que complica el embarazo, parto y puerperio",16-25,1.3
O10,"Hipertensión preexistente que complica el embarazo, parto y puerperio",26-35,1.01
O10,"Hipertensión preexistente que complica el embarazo, parto y puerperio",36-45,0.97
O10,"Hipertensión preexistente que complica el embarazo, parto y puerperio",46-55,0.8
O12,Edema y proteinuria gestacional [inducidos por el embarazo] sin hipertensión,16-25,1.04
O12,Edema y proteinuria gestacional [inducidos por el embarazo] sin hipertensión,26-35,0.98
O12,Edema y proteinuria gestacional [inducidos por el embarazo] sin hipertensión,36-45,1.04
O12,Edema y proteinuria gestacional [inducidos por el embarazo] sin hipertensión,46-55,0.82
O13,Hipertensión gestacional [inducida por el embarazo] sin proteinuria significativa,16-25,1.3
O13,Hipertensión gestacional [inducida por el embarazo] sin proteinuria significativa,26-35,1.01
O13,Hipertensión gestacional [inducida por el embarazo] sin proteinuria significativa,36-45,0.97
O13,Hipertensión gestacional [inducida por el embarazo] sin proteinuria significativa,46-55,0.8
O14,Preeclampsia,16-25,1.3
O14,Preeclampsia,26-35,1.01
O14,Preeclampsia,36-45,0.97
O14,Preeclampsia,46-55,0.8
O15,Eclampsia,16-25,1.3
O15,Eclampsia,26-35,1.01
O15,Eclampsia,36-45,0.97
O15,Eclampsia,46-55,0.8
O20,Hemorragia en la fase temprana del embarazo,16-25,0.99
O20,Hemorragia en la fase temprana del embarazo,26-35,0.97
O20,Hemorragia en la fase temprana del embarazo,36-45,1.05
O20,Hemorragia en la fase temprana del embarazo,46-55,1.51
