CÓDIGO,DESCRIPCIÓN,GRUPO DE OCUPACIÓN,RATIO
L40,Psoriasis,7,1.12
L40,Psoriasis,8,1.02
L40,Psoriasis,9,0.96
L40,Psoriasis,10,1.01
L40,Psoriasis,11,1.06
L40,Psoriasis,12,1.05
L40,Psoriasis,13,1.09
L40,Psoriasis,14,1.19
L40,Psoriasis,15,1.07
L40,Psoriasis,16,1.05
L41,Parapsoriasis,1,1.03
L41,Parapsoriasis,2,0.87
L41,Parapsoriasis,4,1.09
L41,Parapsoriasis,5,1.01
L41,Parapsoriasis,6,0.94
L41,Parapsoriasis,7,1.12
L41,Parapsoriasis,8,1.02
L41,Parapsoriasis,9,0.96
L41,Parapsoriasis,10,1.01
L41,Parapsoriasis,11,1.06
L41,Parapsoriasis,12,1.05
L41,Parapsoriasis,13,1.09
L41,Parapsoriasis,14,1.19
L41,Parapsoriasis,15,1.07
L41,Parapsoriasis,16,1.05
L42,Pitiriasis rosada,1,1.03
L42,Pitiriasis rosada,2,0.87
L42,Pitiriasis rosada,4,1.09
L42,Pitiriasis rosada,5,1.01
L42,Pitiriasis rosada,6,0.94
L42,Pitiriasis rosada,7,1.12
L42,Pitiriasis rosada,8,1.02
L42,Pitiriasis rosada,9,0.96
L42,Pitiriasis rosada,10,1.01
L42,Pitiriasis rosada,11,1.06
L42,Pitiriasis rosada,12,1.05
L42,Pitiriasis rosada,13,1.09
L42,Pitiriasis rosada,14,1.19
L42,Pitiriasis rosada,15,1.07
L42,Pitiriasis rosada,16,1.05
L44,Otros trastornos papuloescamosos,1,1.03
L44,Otros trastornos papuloescamosos,2,0.87
L44,Otros trastornos papuloescamosos,4,1.09
L44,Otros trastornos papuloescamosos,5,1.01
L44,Otros trastornos papuloescamosos,6,0.94
L44,Otros trastornos papuloescamosos,7,1.12
L44,Otros trastornos papuloescamosos,8,1.02
L44,Otros trastornos papuloescamosos,9,0.96
L44,Otros trastornos papuloescamosos,10,1.01
L44,Otros trastornos papuloescamosos,11,1.06
L44,Otros trastornos papuloescamosos,12,1.05
L44,Otros trastornos papuloescamosos,13,1.09
L44,Otros trastornos papuloescamosos,14,1.19
L44,Otros trastornos papuloescamosos,15,1.07
L44,Otros trastornos papuloescamosos,16,1.05
L50,Urticaria,7,1.1
L50,Urticaria,15,1.27
L50,Urticaria,16,1.02
L51,Eritema multiforme,2,0.85
L51,Eritema multiforme,4,0.96
L51,Eritema multiforme,5,1.08
L51,Eritema multiforme,6,1.33
L51,Eritema multiforme,7,1.23
L51,Eritema multiforme,8,1.1
L51,Eritema multiforme,15,1.06
L51,Eritema multiforme,16,1.19
L52,Eritema nodoso,2,0.85
L52,Eritema nodoso,4,0.96
L52,Eritema nodoso,5,1.08
L52,Eritema nodoso,6,1.33
L52,Eritema nodoso,7,1.23
L52,Eritema nodoso,8,1.1
L52,Eritema nodoso,15,1.06
L52,Eritema nodoso,16,1.19
L53,Otras afecciones eritematosas,2,0.85
L53,Otras afecciones eritematosas,4,0.96
L53,Otras afecciones eritematosas,5,1.08
L53,Otras afecciones eritematosas,6,1.33
L53,Otras afecciones eritematosas,7,1.23
L53,Otras afecciones eritematosas,8,1.1
L53,Otras afecciones eritematosas,15,1.06
L53,Otras afecciones eritematosas,16,1.19
L55,Quemadura solar,2,1.04
L55,Quemadura solar,7,1.19
L55,Quemadura solar,8,0.84
L55,Quemadura solar,11,1.32
L55,Quemadura solar,12,1.36
L55,Quemadura solar,15,1.03
L55,Quemadura solar,16,0.92
L56,Otras alteraciones agudas de la piel debidas a radiación ultravioleta,2,1.04
L56,Otras alteraciones agudas de la piel debidas a radiación ultravioleta,7,1.19
L56,Otras alteraciones agudas de la piel debidas a radiación ultravioleta,8,0.84
L56,Otras alteraciones agudas de la piel debidas a radiación ultravioleta,11,1.32
L56,Otras alteraciones agudas de la piel debidas a radiación ultravioleta,12,1.36
L56,Otras alteraciones agudas de la piel debidas a radiación ultravioleta,15,1.03
L56,Otras alteraciones agudas de la piel debidas a radiación ultravioleta,16,0.92
L58,Radiodermatitis,2,1.04
L58,Radiodermatitis,7,1.19
L58,Radiodermatitis,8,0.84
L58,Radiodermatitis,11,1.32
L58,Radiodermatitis,12,1.36
L58,Radiodermatitis,15,1.03
L58,Radiodermatitis,16,0.92
L59,Otros trastornos de la piel y del tejido subcutáneo relacionados con la radiación,2,1.04
L59,Otros trastornos de la piel y del tejido subcutáneo relacionados con la radiación,7,1.19
L59,Otros trastornos de la piel y del tejido subcutáneo relacionados con la radiación,8,0.84
L59,Otros trastornos de la piel y del tejido subcutáneo relacionados con la radiación,11,1.32
L59,Otros trastornos de la piel y del tejido subcutáneo relacionados con la radiación,12,1.36
L59,Otros trastornos de la piel y del tejido subcutáneo relacionados con la radiación,15,1.03
L59,Otros trastornos de la piel y del tejido subcutáneo relacionados con la radiación,16,0.92
L60,Trastornos de las uñas,15,0.57
L60,Trastornos de las uñas,16,2.03
L70,Acné,15,1.95
L71,Rosácea,2,0.85
L71,Rosácea,4,0.96
L71,Rosácea,5,1.08
L71,Rosácea,6,1.33
L71,Rosácea,7,1.23
L71,Rosácea,8,1.1
L71,Rosácea,15,1.06
L71,Rosácea,16,1.19
L72,Quistes foliculares de la piel y del tejido subcutáneo,15,1.95
L73,Otros trastornos foliculares,15,1.95
L74,Trastornos sudoríparos ecrinos,8,0.81
L74,Trastornos sudoríparos ecrinos,11,1.53
L74,Trastornos sudoríparos ecrinos,15,1.18
L83,Acantosis nigricans,15,1.08
L85,Otros tipos de engrosamiento epidérmico,15,1.08
L88,Pioderma gangrenoso,15,1.09
L89,Úlcera por presión,1,1.01
L89,Úlcera por presión,2,0.96
L89,Úlcera por presión,4,1.2
L89,Úlcera por presión,5,0.94
L89,Úlcera por presión,6,1.23
L89,Úlcera por presión,7,1.11
L89,Úlcera por presión,8,1.12
L89,Úlcera por presión,10,0.95
L89,Úlcera por presión,11,1.04
L89,Úlcera por presión,12,0.97
L89,Úlcera por presión,14,0.98
L89,Úlcera por presión,15,1.05
L89,Úlcera por presión,16,1.1
L91,Trastornos hipertróficos de la piel,15,1.08
L93,Lupus eritematoso,2,0.85
L93,Lupus eritematoso,4,0.96
L93,Lupus eritematoso,5,1.08
L93,Lupus eritematoso,6,1.33
L93,Lupus eritematoso,7,1.23
L93,Lupus eritematoso,8,1.1
L93,Lupus eritematoso,15,1.06
L93,Lupus eritematoso,16,1.19
L94,Otros trastornos localizados del tejido conjuntivo,15,1.08
L97,"Úlcera crónica no debida a presión de extremidad inferior, no clasificada bajo otro concepto",1,1.01
L97,"Úlcera crónica no debida a presión de extremidad inferior, no clasificada bajo otro concepto",2,0.96
L97,"Úlcera crónica no debida a presión de extremidad inferior, no clasificada bajo otro concepto",4,1.2
L97,"Úlcera crónica no debida a presión de extremidad inferior, no clasificada bajo otro concepto",5,0.94
L97,"Úlcera crónica no debida a presión de extremidad inferior, no clasificada bajo otro concepto",6,1.23
L97,"Úlcera crónica no debida a presión de extremidad inferior, no clasificada bajo otro concepto",7,1.11
L97,"Úlcera crónica no debida a presión de extremidad inferior, no clasificada bajo otro concepto",8,1.12
L97,"Úlcera crónica no debida a presión de extremidad inferior, no clasificada bajo otro concepto",10,0.95
L97,"Úlcera crónica no debida a presión de extremidad inferior, no clasificada bajo otro concepto",11,1.04
L97,"Úlcera crónica no debida a presión de extremidad inferior, no clasificada bajo otro concepto",12,0.97
L97,"Úlcera crónica no debida a presión de extremidad inferior, no clasificada bajo otro concepto",14,0.98
L97,"Úlcera crónica no debida a presión de extremidad inferior, no clasificada bajo otro concepto",15,1.05
L97,"Úlcera crónica no debida a presión de extremidad inferior, no clasificada bajo otro concepto",16,1.1
L98,"Otros trastornos de la piel y del tejido subcutáneo, no clasificados bajo otro concepto",15,1.09
M00,Artritis piógena (séptica) (L),15,1.04
M02,Artropatías postinfecciosas y reactivas,2,1.01
M02,Artropatías postinfecciosas y reactivas,4,0.97
M02,Artropatías postinfecciosas y reactivas,5,0.83
M02,Artropatías postinfecciosas y reactivas,7,1.09
M02,Artropatías postinfecciosas y reactivas,8,0.86
M02,Artropatías postinfecciosas y reactivas,10,0.96
M02,Artropatías postinfecciosas y reactivas,11,1.27
M02,Artropatías postinfecciosas y reactivas,12,1.22
M02,Artropatías postinfecciosas y reactivas,15,0.98
M02,Artropatías postinfecciosas y reactivas,16,1.03
M05,Artritis reumatoide con factor reumatoide,1,1
M05,Artritis reumatoide con factor reumatoide,2,0.83
M05,Artritis reumatoide con factor reumatoide,3,0.97
M05,Artritis reumatoide con factor reumatoide,4,1
M05,Artritis reumatoide con factor reumatoide,5,1.03
M05,Artritis reumatoide con factor reumatoide,6,1.03
M05,Artritis reumatoide con factor reumatoide,7,1.13
M05,Artritis reumatoide con factor reumatoide,8,1.04
M05,Artritis reumatoide con factor reumatoide,9,1.08
M05,Artritis reumatoide con factor reumatoide,10,1.07
M05,Artritis reumatoide con factor reumatoide,11,1.06
M05,Artritis reumatoide con factor reumatoide,12,1.1
M05,Artritis reumatoide con factor reumatoide,13,1.19
M05,Artritis reumatoide con factor reumatoide,14,1.03
M05,Artritis reumatoide con factor reumatoide,15,1.03
M05,Artritis reumatoide con factor reumatoide,16,1.03
M06,Otros tipos de artritis reumatoide,1,1
M06,Otros tipos de artritis reumatoide,2,0.83
M06,Otros tipos de artritis reumatoide,3,0.97
M06,Otros tipos de artritis reumatoide,4,1
M06,Otros tipos de artritis reumatoide,5,1.03
M06,Otros tipos de artritis reumatoide,6,1.03
M06,Otros tipos de artritis reumatoide,7,1.13
M06,Otros tipos de artritis reumatoide,8,1.04
M06,Otros tipos de artritis reumatoide,9,1.08
M06,Otros tipos de artritis reumatoide,10,1.07
M06,Otros tipos de artritis reumatoide,11,1.06
M06,Otros tipos de artritis reumatoide,12,1.1
M06,Otros tipos de artritis reumatoide,13,1.19
M06,Otros tipos de artritis reumatoide,14,1.03
M06,Otros tipos de artritis reumatoide,15,1.03
M06,Otros tipos de artritis reumatoide,16,1.03
M07,Artropatías enteropáticas,2,1.01
M07,Artropatías enteropáticas,4,0.97
M07,Artropatías enteropáticas,5,0.83
M07,Artropatías enteropáticas,7,1.09
M07,Artropatías enteropáticas,8,0.86
M07,Artropatías enteropáticas,10,0.96
M07,Artropatías enteropáticas,11,1.27
M07,Artropatías enteropáticas,12,1.22
M07,Artropatías enteropáticas,15,0.98
M07,Artropatías enteropáticas,16,1.03
M08,Artritis juvenil,1,1
M08,Artritis juvenil,2,0.83
M08,Artritis juvenil,3,0.97
M08,Artritis juvenil,4,1
M08,Artritis juvenil,5,1.03
M08,Artritis juvenil,6,1.03
M08,Artritis juvenil,7,1.13
M08,Artritis juvenil,8,1.04
M08,Artritis juvenil,9,1.08
M08,Artritis juvenil,10,1.07
M08,Artritis juvenil,11,1.06
M08,Artritis juvenil,12,1.1
M08,Artritis juvenil,13,1.19
M08,Artritis juvenil,14,1.03
M08,Artritis juvenil,15,1.03
M08,Artritis juvenil,16,1.03
M10,Gota,1,1.15
M10,Gota,4,1.04
M10,Gota,5,1.06
M10,Gota,7,1.27
M10,Gota,8,0.96
M10,Gota,10,1.01
M10,Gota,11,1.25
M10,Gota,12,1.11
M10,Gota,13,0.86
M10,Gota,14,1.18
M10,Gota,15,0.89
M10,Gota,16,1.22
M11,Otras artropatías por cristales,7,0.96
M11,Otras artropatías por cristales,15,0.89
M11,Otras artropatías por cristales,16,1.3
M12,Otras artropatías y las no especificadas,1,1
M12,Otras artropatías y las no especificadas,2,0.83
M12,Otras artropatías y las no especificadas,3,0.97
M12,Otras artropatías y las no especificadas,4,1
M12,Otras artropatías y las no especificadas,5,1.03
M12,Otras artropatías y las no especificadas,6,1.03
M12,Otras artropatías y las no especificadas,7,1.13
M12,Otras artropatías y las no especificadas,8,1.04
M12,Otras artropatías y las no especificadas,9,1.08
M12,Otras artropatías y las no especificadas,10,1.07
M12,Otras artropatías y las no especificadas,11,1.06
M12,Otras artropatías y las no especificadas,12,1.1
M12,Otras artropatías y las no especificadas,13,1.19
M12,Otras artropatías y las no especificadas,14,1.03
M12,Otras artropatías y las no especificadas,15,1.03
M12,Otras artropatías y las no especificadas,16,1.03
M13,Otras artritis,1,1.07
M13,Otras artritis,2,0.74
M13,Otras artritis,3,1.2
M13,Otras artritis,4,1.05
M13,Otras artritis,5,0.95
M13,Otras artritis,6,1.04
M13,Otras artritis,7,1.14
M13,Otras artritis,8,0.99
M13,Otras artritis,9,1.11
M13,Otras artritis,10,1.09
M13,Otras artritis,11,1.13
M13,Otras artritis,12,1.2
M13,Otras artritis,13,1.15
M13,Otras artritis,14,1.14
M13,Otras artritis,15,1.01
M13,Otras artritis,16,1.1
M15,Poliartrosis,1,1.01
M15,Poliartrosis,2,0.85
M15,Poliartrosis,3,1.02
M15,Poliartrosis,4,1.06
M15,Poliartrosis,5,0.96
M15,Poliartrosis,6,0.98
M15,Poliartrosis,7,1.1
M15,Poliartrosis,8,0.98
M15,Poliartrosis,9,1.1
M15,Poliartrosis,10,1
M15,Poliartrosis,11,1.07
M15,Poliartrosis,12,1.09
M15,Poliartrosis,13,1.08
M15,Poliartrosis,14,1.12
M15,Poliartrosis,15,1.05
M15,Poliartrosis,16,1.01
M16,Artrosis de cadera,1,1.01
M16,Artrosis de cadera,2,0.85
M16,Artrosis de cadera,3,1.02
M16,Artrosis de cadera,4,1.06
M16,Artrosis de cadera,5,0.96
M16,Artrosis de cadera,6,0.98
M16,Artrosis de cadera,7,1.1
M16,Artrosis de cadera,8,0.98
M16,Artrosis de cadera,9,1.1
M16,Artrosis de cadera,10,1
M16,Artrosis de cadera,11,1.07
M16,Artrosis de cadera,12,1.09
M16,Artrosis de cadera,13,1.08
M16,Artrosis de cadera,14,1.12
M16,Artrosis de cadera,15,1.05
M16,Artrosis de cadera,16,1.01
M17,Artrosis de rodilla,1,1.01
M17,Artrosis de rodilla,2,0.85
M17,Artrosis de rodilla,3,1.02
M17,Artrosis de rodilla,4,1.06
M17,Artrosis de rodilla,5,0.96
M17,Artrosis de rodilla,6,0.98
M17,Artrosis de rodilla,7,1.1
M17,Artrosis de rodilla,8,0.98
M17,Artrosis de rodilla,9,1.1
M17,Artrosis de rodilla,10,1
M17,Artrosis de rodilla,11,1.07
M17,Artrosis de rodilla,12,1.09
M17,Artrosis de rodilla,13,1.08
M17,Artrosis de rodilla,14,1.12
M17,Artrosis de rodilla,15,1.05
M17,Artrosis de rodilla,16,1.01
M18,Artrosis de primera articulación carpometacarpiana,1,1.01
M18,Artrosis de primera articulación carpometacarpiana,2,0.85
M18,Artrosis de primera articulación carpometacarpiana,3,1.02
M18,Artrosis de primera articulación carpometacarpiana,4,1.06
M18,Artrosis de primera articulación carpometacarpiana,5,0.96
M18,Artrosis de primera articulación carpometacarpiana,6,0.98
M18,Artrosis de primera articulación carpometacarpiana,7,1.1
M18,Artrosis de primera articulación carpometacarpiana,8,0.98
M18,Artrosis de primera articulación carpometacarpiana,9,1.1
M18,Artrosis de primera articulación carpometacarpiana,10,1
M18,Artrosis de primera articulación carpometacarpiana,11,1.07
M18,Artrosis de primera articulación carpometacarpiana,12,1.09
M18,Artrosis de primera articulación carpometacarpiana,13,1.08
M18,Artrosis de primera articulación carpometacarpiana,14,1.12
M18,Artrosis de primera articulación carpometacarpiana,15,1.05
M18,Artrosis de primera articulación carpometacarpiana,16,1.01
M19,Otras artrosis y las no especificadas,1,1.01
M19,Otras artrosis y las no especificadas,2,0.85
M19,Otras artrosis y las no especificadas,3,1.02
M19,Otras artrosis y las no especificadas,4,1.06
M19,Otras artrosis y las no especificadas,5,0.96
M19,Otras artrosis y las no especificadas,6,0.98
M19,Otras artrosis y las no especificadas,7,1.1
M19,Otras artrosis y las no especificadas,8,0.98
M19,Otras artrosis y las no especificadas,9,1.1
M19,Otras artrosis y las no especificadas,10,1
M19,Otras artrosis y las no especificadas,11,1.07
M19,Otras artrosis y las no especificadas,12,1.09
M19,Otras artrosis y las no especificadas,13,1.08
M19,Otras artrosis y las no especificadas,14,1.12
M19,Otras artrosis y las no especificadas,15,1.05
M19,Otras artrosis y las no especificadas,16,1.01
M20,Deformidades adquiridas de los dedos de manos y pies,1,0.98
M20,Deformidades adquiridas de los dedos de manos y pies,2,0.8
M20,Deformidades adquiridas de los dedos de manos y pies,3,0.98
M20,Deformidades adquiridas de los dedos de manos y pies,4,1.14
M20,Deformidades adquiridas de los dedos de manos y pies,5,0.91
M20,Deformidades adquiridas de los dedos de manos y pies,6,0.98
M20,Deformidades adquiridas de los dedos de manos y pies,7,1.45
M20,Deformidades adquiridas de los dedos de manos y pies,8,1.1
M20,Deformidades adquiridas de los dedos de manos y pies,9,1.46
M20,Deformidades adquiridas de los dedos de manos y pies,10,1.44
M20,Deformidades adquiridas de los dedos de manos y pies,11,1.83
M20,Deformidades adquiridas de los dedos de manos y pies,12,1.36
M20,Deformidades adquiridas de los dedos de manos y pies,13,1.05
M20,Deformidades adquiridas de los dedos de manos y pies,14,1.32
M20,Deformidades adquiridas de los dedos de manos y pies,15,1.24
M20,Deformidades adquiridas de los dedos de manos y pies,16,1.43
M21,Otras deformidades adquiridas de las extremidades,1,1.11
M21,Otras deformidades adquiridas de las extremidades,2,0.69
M21,Otras deformidades adquiridas de las extremidades,4,1.05
M21,Otras deformidades adquiridas de las extremidades,5,0.87
M21,Otras deformidades adquiridas de las extremidades,6,1.2
M21,Otras deformidades adquiridas de las extremidades,7,1.14
M21,Otras deformidades adquiridas de las extremidades,8,1.07
M21,Otras deformidades adquiridas de las extremidades,10,1.09
M21,Otras deformidades adquiridas de las extremidades,11,1.12
M21,Otras deformidades adquiridas de las extremidades,12,1.14
M21,Otras deformidades adquiridas de las extremidades,13,0.93
M21,Otras deformidades adquiridas de las extremidades,14,1.05
M21,Otras deformidades adquiridas de las extremidades,15,1.11
M21,Otras deformidades adquiridas de las extremidades,16,1.29
M22,Trastorno de rótula,1,1.07
M22,Trastorno de rótula,2,0.77
M22,Trastorno de rótula,3,0.9
M22,Trastorno de rótula,4,1
M22,Trastorno de rótula,5,0.96
M22,Trastorno de rótula,6,0.92
M22,Trastorno de rótula,7,1.15
M22,Trastorno de rótula,8,1.05
M22,Trastorno de rótula,9,1.11
M22,Trastorno de rótula,10,1.16
M22,Trastorno de rótula,11,1.17
M22,Trastorno de rótula,12,1.16
M22,Trastorno de rótula,13,1.07
M22,Trastorno de rótula,14,1.18
M22,Trastorno de rótula,15,1.04
M22,Trastorno de rótula,16,1.13
M23,Trastorno interno de rodilla,1,1.08
M23,Trastorno interno de rodilla,2,0.76
M23,Trastorno interno de rodilla,3,0.87
M23,Trastorno interno de rodilla,4,1.03
M23,Trastorno interno de rodilla,5,0.87
M23,Trastorno interno de rodilla,6,0.97
M23,Trastorno interno de rodilla,7,1.17
M23,Trastorno interno de rodilla,8,1.02
M23,Trastorno interno de rodilla,9,1.02
M23,Trastorno interno de rodilla,10,1.12
M23,Trastorno interno de rodilla,11,1.17
M23,Trastorno interno de rodilla,12,1.13
M23,Trastorno interno de rodilla,13,1.07
M23,Trastorno interno de rodilla,14,1.09
M23,Trastorno interno de rodilla,15,1.07
M23,Trastorno interno de rodilla,16,1.13
M23,Trastorno interno de rodilla,17,0.5
M24,Otros trastornos especificados de articulación,1,1.07
M24,Otros trastornos especificados de articulación,2,0.77
M24,Otros trastornos especificados de articulación,3,0.9
M24,Otros trastornos especificados de articulación,4,1
M24,Otros trastornos especificados de articulación,5,0.96
M24,Otros trastornos especificados de articulación,6,0.92
M24,Otros trastornos especificados de articulación,7,1.15
M24,Otros trastornos especificados de articulación,8,1.05
M24,Otros trastornos especificados de articulación,9,1.11
M24,Otros trastornos especificados de articulación,10,1.16
M24,Otros trastornos especificados de articulación,11,1.17
M24,Otros trastornos especificados de articulación,12,1.16
M24,Otros trastornos especificados de articulación,13,1.07
M24,Otros trastornos especificados de articulación,14,1.18
M24,Otros trastornos especificados de articulación,15,1.04
M24,Otros trastornos especificados de articulación,16,1.13
M25,"Otros trastornos de articulación, no clasificados bajo otro concepto",1,1.08
M25,"Otros trastornos de articulación, no clasificados bajo otro concepto",2,0.87
M25,"Otros trastornos de articulación, no clasificados bajo otro concepto",3,1.01
M25,"Otros trastornos de articulación, no clasificados bajo otro concepto",4,1.06
